名稱,人名ID,姓名,出生時間,辭世時間,字,號,原名,姓,諱名,筆名,幼名,學名,譜名,別號,居室名,泮名,共同筆名,其它名稱,翻譯的語言別,原民族群,祖籍,原籍,籍貫,出生地,辭世地點,性別,理論,作家簡介,圖像預覽,引用自,圖像權利註記,網站顯示區域,提要撰寫,朝代,年號,作品出處,宗教信仰,稱譽,當代相關研究,族群,維基數據,虛擬國際權威檔案,資料外部連結,備註,原始資料,最後修改時間,url
,PER2704,奧非斯,0000-00-00,0000-00-00,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2704
,PER112674,奧威尼．卡露斯,1945-00-00,0000-00-00,,,漢名：邱金士,,,,,,,,,,,,,魯凱族,,,臺灣屏東,,,男,,奧威尼．卡露斯，男，漢名邱金士，籍貫臺灣屏東，魯凱族，1945年生。三育基督書院企管系畢業，服務教會多年，現居屏東好茶部落，從事魯凱文化之保存工作。曾獲巫永福文學獎。奧威尼．卡露斯創作文類以散文、小說、詩歌為主。大量使用魯凱族母語，與漢語交錯而形成一種風格景觀，內容則涵蓋魯凱人對祖靈尊崇、家園的地理環境、部落的變遷史、群社的爭戰史、石板文化、雕刻刺繡藝術、獵人及百合花制度、祭儀、乃至雲豹傳說，對延續部落文化貢獻卓著，以文字向讀者敘述民族文化的內裡，也藉創作向祖靈溝通聯繫，更盼能喚醒族人對這珍貴文化資產的熱愛。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER112674
,PER6824,奧爾各特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6824
,PER6822,奧爾錐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6822
,PER2706,愚庵,1951/12/23,0000-00-00,,,洪博學,,,"智廟
雪紅",,,,,,,,,,,,,臺灣高雄,,,男,,愚庵，男，本名洪博學，另有筆名智廟、雪紅，籍貫臺灣高雄，1951年12月23日生。輔仁大學社會系畢業。曾任《臺灣時報》編輯，《民眾日報》專欄作者，《臺灣新聞報》編譯，《太平洋日報》副刊主編、專欄組主任、總編輯，國際公關公司處長，臺灣省衛生處高雄心理中心心理治療員。現任社區心理衛生中心心理師。愚庵創作文類包括小說、散文，兼有報導文學及政治評論。其散文多為富於哲理之佛學心得，報導文學則走向歷史之探討。近年來則致力於旅行文學之寫作。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2706
,PER2707,愚溪,1951/3/16,0000-00-00,,,洪慶祐,,,,,,,,,,,,,,,,臺灣彰化,,,男,,愚溪，男，本名洪慶祐，籍貫臺灣彰化，1951年3月16日生。美國暨歐洲世界藝術文化學院、蒙古文化藝術大學榮譽博士。曾任劇本創作人、音樂製作人、策畫導演。現為普音文化公司、《新原人》季刊、鶴山21世紀國際論壇創辦人，中國文藝協會、中華民國新詩學會理事長。曾獲行政院新聞局金鼎獎、金曲獎、揚．斯默瑞克詩歌大獎、印度金質勳章、斯洛伐克銀質勳章、斯洛伐共和國揚．斯瑞克詩歌獎等獎項。愚溪創作文類以詩和小說為主。作品多採寓言形式表現。筆調抒情，文中洋溢東方性靈哲思與生命的愛和喜悅，期盼引發人們純真善良的情感以及自我的本來面貌。近年來，積極參與並協助辦理藝文活動。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2707
,PER779,愛亞,1945/3/27,0000-00-00,,,周李丌,,,,,,,,,,,,,,,,北平市,四川璧山,,女,,愛亞，女，本名周李丌，籍貫北平市，1945年3月27日生於四川璧山，1949年隨父母來臺。臺灣藝術專科學校廣播電視科畢業。曾任空軍廣播電臺播音員，中國廣播公司節目主持人，廣告影片企畫，皇冠出版社主編，警察廣播電臺節目製作、主持人，《臺灣日報》兒童版策畫，美勞教育出版社總編輯，《聯合文學》執行主編、副總編輯等職。現為「愛亞小坊」負責人，專事寫作。曾獲中央文藝獎。愛亞創作文類以散文及小說為主，兼及兒童文學。1973年開始在《國語日報》、《聯合報》、《皇冠》雜誌等刊物發表作品，此後寫作不輟，產量頗豐。不論是散文、極短篇、長短篇小說或旅行隨筆，都能有所發揮，創作力頗為旺盛。散文文筆舒暢清新，市井小事被她寫來都有一種擄獲人心的魅力。在她的小說裡，大量地運用了自己的成長背景和生活經驗，其「極短篇」表現特殊，筆調輕鬆俏皮，描繪出一個可嘆的世界──充滿冷漠、寡情、詭異和死亡的世界。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER779
,PER5736,愛羅,1968/7/23,,,,,,,,,,,,,,,,,,,,,臺東,,女,,愛羅，女，本名羅靜如，1968年7月23日生於臺東。曾為野薑花雅集詩社、海星詩社社員。現任小雅文創創意總監。作品入選《臺灣1960世代詩人詩選集》。曾獲海峽兩岸漂母杯文學詩歌獎、吳濁流文藝獎、鍾肇政文學獎。愛羅創作文類以詩為主。作品風格與題材靈慧多變，《孵夢森林》融匯影像與現代詩，廣用童話、信仰、藝術、禁忌等意象，以文字剖陳情感，琢磨詩藝的多重面貌。,,,,,,,,,,,,,,,,,愛羅，女，本名羅靜如，1968年7月23日生於臺東。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5736
,PER2708,新昌,0000-00-00,0000-00-00,,,,,,,,,,,,,,,,,,,臺灣屏東,,,男,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2708
,PER2713,楊乃藩,1915/3/24,2003/6/4,,,,,,"任堅
耐煩
永亮
甜記者",,,,,,,,,,,,,上海市,,,男,,楊乃藩，男，筆名任堅、耐煩、永亮、甜記者等，籍貫上海市，1915年3月24日生，1946年2月來臺，2003年6月4日辭世，享年89歲。上海大夏大學教育學院畢業。歷任中學教員、教務主任，曾主編臺灣光復後第一套國民小學國語教科書，任臺灣省編譯館編審兼主任祕書，臺灣糖業公司主任祕書、《中國時報》社長兼總主筆。曾獲嘉新文學獎、曾虛白新聞獎、第一屆吳舜文新聞評論獎、新聞評論金鼎獎等獎項。楊乃藩的創作文類以散文為主，另有論述。旅行是他作品中相當重要的一部分，因著職務之便，周遊世界各地，他遊蹤所至，觀察、記述各地風土人情、名勝古蹟、文化生態等，將這些經驗一一攬入，情趣盎然。另側重新聞報導或日常生活見聞，題材廣博、觀念清新，對社會現象的剖析時有獨到之處。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2713
,PER2714,楊久穎,1973-00-00,0000-00-00,,,,,,,,,,,,,,,,,,,,臺北市,,女,,楊久穎，女，1973年生於臺北市。現就讀政治大學廣播電視研究所。曾任職於網路公司。楊久穎創作文類以傳記為主。西方搖滾為題材，評介當代音樂專輯，或介紹其中流變，以及搖滾樂發展中之眾家門派。並進一步考察搖滾樂發展史中女性地位與眾要貢獻，於歷時性脈絡中特別關注女性搖滾樂團之成立以及種種流變，由此拓展論及女性主義以及女性成長議題。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2714
,PER2715,楊千鶴,1921/9/1,2011/10/16,,,,,,,,,,,,,,,,,,,臺北市,,,女,,楊千鶴，女，1921年9月1日生於臺北，2011年10月16日辭世，享年91歲。臺北第二師範附屬公學校、臺北靜修高等女學校（現靜修女子高級中學）、臺北女子高等學院畢業。曾任《臺灣日日新報》首位女記者，也是臺灣史上第一位女記者。另曾擔任臺東縣第一屆民選縣議員、臺灣省婦女會理事、臺東縣婦女會理事等職。1977年移居美國。楊千鶴的創作文類包括論述、散文及小說。其以日文寫作，創作題材多元，見解犀利獨到，學養豐富，情感純真。早年常在《文藝臺灣》、《民俗臺灣》、《臺灣文學》、《臺灣時報》、《臺灣藝術》、《臺灣公論》、《臺灣地方行政》等雜誌發表文章，任職《臺灣日日新報》時期，對於臺灣特色、臺灣人物等更多所著墨。《花開時節》為其代表作，描寫日治時期受高等教育的臺灣女性，在青春期的思想與精神風貌。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2715
,PER7253,楊大緯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7253
,PER5737,楊子葆,"1963-00-00
1963-08-08",,,,,,,,,,,,,,,,,,,,,花蓮,,男,,楊子葆，男，1963年8月8日生於花蓮。臺灣大學農業工程系（現生物環境系統工程系）畢業，臺灣大學土木工程所碩士，法國橋樑與道路學院（ÉcoledespontsParisTech）交通工程博士。曾任巴黎公共運輸局研發工程師，新竹市副市長，中華民國駐法國代表，外交部政務次長，輔仁大學客座教授，中華航空副總經理等職。現任文化部政務次長。楊子葆創作文類有論述、散文。作品約可分為兩個主軸，一是捷運：以工程師的視角，觀察世界各地車站建築空間、郵票的美學；二是飲食，描寫葡萄酒與各種吃食，談述東西方的飲食文化，從中闡發生活的哲思。,,,,,,,,,,,,,,,,,楊子葆，男，1963年8月8日生於花蓮。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5737
,PER2717,楊子澗,1953/7/2,0000-00-00,,,楊孟煌,,,,,,,,,,,,,,,,臺灣雲林,,,男,,楊子澗，男，本名楊孟煌，籍貫臺灣雲林，1953年7月2日生。高雄師範學院國文系畢業。曾主編《風燈》詩雙月刊，現任北港高中教師、笨港媽祖文教基金會祕書長。曾獲國軍新文藝長詩銅像獎、全國優秀青年詩人獎。楊子澗創作文類以詩為主。其詩溶入古典詩詞的風味，在他的作品中常可感受到一股空靈意趣與樸實的田園風味。在技巧上，他善於塑造意象、營造氣氛，語言的運用頗為圓熟與練達。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2717
,PER2716,楊子,1921/9/26,2011/8/2,,,楊選堂,,,,,,,,,,,,,,,,廣東梅縣,印尼,,男,,楊子，男，本名楊選堂，籍貫廣東梅縣，1921年9月26日生於印尼，1947年來臺，2011年8月2日辭世，享年90歲。暨南大學商學院畢業。曾任《中國時報》、《臺灣新生報》、《民族晚報》主筆，臺灣大學講師、中興大學副教授、臺灣省政府編譯室主任、行政院參事兼編譯室主任、中央銀行行務委員，《聯合報》社長兼總主筆、《經濟日報》總主筆、亞盟及世盟中國總會顧問、聯合報系副董事長，並曾為中華民國專欄作家協會理事。楊子創作文類以散文、小說為主。其研究經濟兼擅文學，文字有對自身、對他人、對社會的感發，也有對大自然的反映與關懷，風格感性重於知性，涵蘊浪漫情趣，及對人生世態的觀照。另有經濟學相關論著。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2716
,PER2718,楊小雲,1942/12/13,0000-00-00,,,鄭玉岫,,,鄭平,,,,,,,,,,,,,遼寧蓋平,北平市,,女,,楊小雲，女，本名鄭玉岫，另有筆名鄭平，籍貫遼寧蓋平，1942年12月13日出生於北平市，1948年隨父母來臺。實踐大學家政系畢業。曾任耕莘文教院教師、《今日生活》主編，並曾為中國婦女寫作協會、世界女記者與作家協會理事。現專事寫作。曾獲中興文藝獎小說獎、中國文藝協會文藝獎章、中山文藝小說獎。楊小雲創作文類以小說為主，兼及散文與兒童文學。於1966年開始發表作品，曾於婚後擱筆10年才又繼續創作。1979年出版的長篇小說《水手之妻》是其代表作，她的小說作品以愛情的描寫見長，對於生活、婚姻、友誼、亦多有闡述。近年著眼於人性內在的探索，強烈的戲劇性與衝突是作品的一大特色。散文則筆調自然流暢，委婉細緻，內容包括兩性關係、生活中的體驗與觀察等；另亦涉獵兒童文學的寫作。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2718
,PER5738,楊小濱,"1963-07-21
1963-07-00",,,,,,,,,,,,,,,,,,,,山東掖縣,上海,,男,,楊小濱，男，籍貫山東掖縣，1963年7月21日生於上海。復旦大學中文系畢業，美國科羅拉多大學（UniversityofColorado）東亞研究所碩士，美國耶魯大學東亞所博士。曾任美國費爾菲爾德大學（FairfieldUniversity）兼任教授，美國密西西比大學（UniversityofMississippi）助理教授、副教授，《現在詩》主編。現任中央研究院中國文哲研究所研究員，政治大學臺文所兼任教授，《兩岸詩》總編輯。曾獲「現代詩社」第一本詩集獎、NajiNaaman國際文學獎、紅楓詩歌獎。楊小濱創作文類有論述、詩，兼及散文。詩作筆鋒銳利，語言形式豐富多變，時而揉合攝影藝術，作品富於哲學思辨與豪情。其文關注當代文藝理論，探究現代詩的創作理念，觀察兩岸詩壇的發展，尤擅以理論視角出發，書寫對於文學、文化、音樂、政治等多方面的關懷與批判。,,,,,,,,,,,,,,,,,楊小濱，男，籍貫山東掖縣，1963年7月21日生於上海。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5738
,PER6946,楊川慶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6946
,PER6970,楊中豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6970
,PER7301,楊仁江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7301
,PER2722,楊以琳,1928/3/5,0000-00-00,,,,,,"楊子
原采
棕泉",,,,,,,,,,,,,江蘇徐州,安徽當塗,,女,,楊以琳，女，筆名原采、棕泉、楊子，籍貫江蘇徐州，1928年3月5日生於安徽當塗，1954年10月來臺迄今。淡江大學中文系畢業。曾任中學國文教員、東海大學輔導人員、美國公司電腦操作員。現已退休，專事寫作。楊以琳創作文類以散文為主。作品以闡揚人性向善為鵠的，發抒教學經驗，以及披露苦難人生的種種經歷。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2722
,PER2719,楊允達,1933/12/8,0000-00-00,,,,,,,,,,,,,,,,,,,北平市,漢口市,,男,,楊允達，男，籍貫北平市，1933年10月21日（農曆）生於漢口市，1949年前後來臺。臺灣大學歷史系畢業，政治大學新聞系碩士。曾任中央通訊社外勤記者，美聯社駐華特派員，中央社駐巴黎、非洲、日內瓦特派員，臺北外籍記者聯誼會董事兼執行祕書，中央通訊社外文部主任。現旅居法國，為世界詩人大會祕書長。楊允達創作文類包括論述、詩與散文。在大學時代曾一度沈浸於新詩，研究所畢業後，他成為一名新聞從業員，由於閱歷廣闊，他的記遊之作內容豐富，行文輕鬆活潑，又具有新聞記者的敏銳觸覺及特有的詩人氣質，在字裡行間常「蘊露著深厚的民族情感和愛國情懷」（潘振球）。在技巧上，他能夠用最簡鍊的文筆，寫出他所觀察的複雜事物，並且透過客觀理性的洗滌，組合成一篇篇璀璨雋永的作品。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2719
,PER6322,楊双子,1984/7/10,,,,,,,,,,,,,,,,,,,,臺中,彰化,,女,,楊双子，女，本名楊若慈，另有筆名淺色貓、若慈，籍貫臺中，1984年7月10日生於彰化。中興大學中文系進修學士班畢業，中興大學臺灣文學與跨國文化所碩士。曾獲中興湖文學獎、臺中文學獎、臺北文學獎、玉山文學獎等。楊双子創作文類有論述、小說。其研究以臺灣本土言情小說的產製為重心，探討言情小說的發展與性別政治；小說則以日治時期為背景，以詳實的史料考據為基底，梳理臺灣的歷史脈絡，描摹女性之間的情誼與曖昧。,,,,,,,,,,,,,,,,,楊双子，女，本名楊若慈，另有筆名淺色貓、若慈，籍貫臺中，1984年7月10日生於彰化。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6322
,PER2720,楊孔鑫,1923/9/28,0000-00-00,,,,,,莫染,,,,,,,,,,,,,河南商城,,,男,,楊孔鑫，男，筆名莫染，籍貫河南商城，1923年9月28日生，1949年前後來臺。政治大學外文系、美國波斯頓大學傳播學院研究所畢業。歷任中央通訊社記者、翻譯部副主任、英文部主任、《英文快報》主編等職，後又派駐為巴黎特派員及西歐分社主任，回國後，任中央社副社長、臺灣師範大學兼任副教授。現已退休。楊孔鑫的創作文類以論述及散文為主。職是之故，楊孔鑫在歐洲任職長達17年，對當地的風俗傳統與社會情況等皆有廣泛的接觸，因此散文中多描寫在歐洲的工作過程與心得，對其政經、文化藝術、風土民情的認識，文字簡鍊，觀察入微。他的論述則以英國的文化行政、新聞界為題，對英國文化行政體制、新聞媒體的變遷與現況，皆有深入淺出的評述分析。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2720
